6, 0.0, -199.021
6, 213.54, -219.389
6, 110.582, -0.0
6, 161.753, -170.623
6, 261.848, -292.46
6, 112.168, -126.583
6, 146.297, -148.161
6, 244.519, -269.533
6, 261.218, -272.342
6, 110.716, -119.974
6, 209.978, -233.303
6, 0.0, -0.0
6, 136.601, -138.831
6, 0.0, -0.0
6, 258.769, -271.442
6, 157.954, -172.491
6, 0.0, -300.481
6, 222.196, -220.831
6, 239.192, -258.374
6, 152.604, -158.012
6, 0.0, -0.0
6, 68.0627, -89.4391
6, 118.987, -126.548
6, 155.634, -171.323
6, 108.309, -130.443
6, 143.481, -160.618
6, 101.325, -142.87
6, 0.0, -125.485
6, 262.197, -279.941
6, 113.522, -117.496
6, 155.256, -0.0
6, 236.707, -230.697
6, 134.72, -119.632
6, 198.73, -208.296
6, 157.838, -151.604
6, 65.856, -0.0
6, 203.249, -193.027
6, 102.753, -133.202
6, 240.801, -284.583
6, 0.0, -146.278
6, 213.962, -212.151
6, 172.552, -193.443
6, 120.044, -0.0
6, 74.2358, -0.0
6, 140.348, -0.0
6, 190.892, -202.667
6, 237.374, -244.894
6, 0.0, -152.605
6, 106.17, -131.755
6, 0.0, -274.091
6, 0.0, -239.6
6, 208.386, -0.0
6, 266.384, -269.24
6, 186.343, -223.654
6, 254.781, -279.13
6, 204.731, -213.964
6, 108.83, -141.928
6, 111.256, -122.653
6, 0.0, -272.303
6, 231.532, -258.498
6, 90.7533, -102.795
6, 0.0, -276.655
6, 0.0, -212.639
6, 178.939, -196.019
6, 165.948, -0.0
6, 169.46, -0.0
6, 141.48, -0.0
6, 158.073, -165.221
6, 205.85, -0.0
6, 168.443, -199.939
6, 221.08, -207.873
6, 0.0, -181.803
6, 0.0, -302.351
6, 245.587, -260.649
6, 64.1067, -78.5009
6, 176.03, -192.286
6, 145.274, -162.267
6, 149.312, -0.0
6, 247.549, -274.573
6, 0.0, -99.7159
6, 0.0, -310.384
6, 70.3466, -76.1951
6, 147.955, -205.995
6, 83.4492, -96.1213
6, 256.164, -286.394
6, 163.857, -176.628
6, 150.777, -143.293
6, -15.5837, -0.0
6, 186.781, -254.682
6, 183.774, -239.15
6, 101.318, -0.0
6, 140.735, -158.352
6, 262.222, -268.655
6, 147.847, -0.0
6, 242.385, -267.826
6, 204.4, -201.296
6, 295.637, -317.201
6, 0.0, -151.573
6, 0.0, -113.254
6, 178.606, -191.394
6, 204.862, -0.0
6, 83.1993, -87.2666
6, 59.6331, -53.1149
6, 0.0, -167.828
6, 250.67, -254.872
6, 95.3689, -0.0
6, 61.4166, -61.3794
6, 94.8508, -99.0877
6, 160.865, -208.971
6, 0.0, -88.8304
6, 310.02, -330.541
6, 0.0, -134.598
6, 240.921, -273.557
6, 232.789, -265.018
6, 94.2566, -106.343
6, 249.38, -295.604
6, 230.017, -242.022
6, 188.655, -200.483
6, 248.378, -261.584
6, 174.432, -0.0
6, 126.489, -0.0
6, 186.686, -186.775
6, 92.2239, -0.0
6, 0.0, -0.0
6, 141.252, -0.0
6, 0.0, -237.661
6, 90.6125, -0.0
6, 120.417, -125.748
6, 0.0, -151.285
6, 0.0, -203.3
6, 196.284, -213.785
6, 0.0, -226.44
6, 193.194, -192.348
6, 104.736, -199.951
6, 231.547, -237.682
6, 242.341, -254.871
6, 122.008, -129.438
6, 112.41, -131.475
6, 162.033, -191.598
6, 175.835, -0.0
6, 0.0, -164.731
6, 0.0, -0.0
6, 174.281, -170.676
6, 296.818, -312.414
6, 113.512, -109.038
6, 0.0, -262.543
6, 136.68, -150.685
6, 291.591, -325.693
6, 131.892, -155.28
6, 236.414, -0.0
6, 0.0, -0.0
