6, 0.37128, 2.53581, 0
6, 0.386075, 2.47937, 0
6, 0.332437, 2.50706, 0
6, 0.443423, 2.37998, 0
6, 0.456778, 2.44931, 0
6, 0.537304, 2.25746, 0
6, 0.330803, 2.69948, 0
6, 0.253841, 2.80951, 0
6, 0.304191, 2.73668, 0
6, 0.54545, 2.31591, 0
6, 0.313301, 2.71923, 0
6, 0.273412, 2.70436, 0
6, 0.281712, 2.71868, 0
6, 0.401492, 2.45647, 0
6, 0.404007, 2.54435, 0
6, 0.343578, 2.69365, 0
6, 0.771495, 2.43724, 0
6, 0.248676, 2.71832, 0
6, 0.318192, 2.58268, 0
6, 0.350554, 2.56568, 0
6, 0.234834, 2.73457, 0
6, 0.48882, 2.31561, 0
6, 0.505171, 2.3163, 0
6, 0.263852, 2.74707, 0
6, 0.496884, 2.26464, 0
6, 0.392534, 2.47017, 0
6, 0.601303, 2.19644, 0
6, 0.332913, 2.58495, 0
6, 0.360783, 2.70592, 0
6, 0.384819, 2.4292, 0
6, 0.436932, 2.43707, 0
6, 0.229394, 2.83741, 0
6, 0.429432, 2.41683, 0
6, 0.381696, 2.45538, 0
6, 0.512887, 2.18347, 0
6, 0.440598, 2.41812, 0
6, 0.520559, 2.32945, 0
6, 0.61962, 2.02011, 0
6, 0.370648, 2.58627, 0
6, 0.544871, 2.34114, 0
6, 0.320934, 2.56032, 0
6, 0.26405, 2.76304, 0
6, 0.362397, 2.61443, 0
6, 0.548327, 2.16436, 0
6, 0.54613, 2.25839, 0
6, 0.226618, 2.7873, 0
6, 0.547477, 2.30896, 0
6, 0.312802, 2.68702, 0
6, 0.464443, 2.31404, 0
6, 0.40814, 2.64771, 0
6, 0.43627, 2.4393, 0
6, 0.372329, 2.58428, 0
6, 0.260257, 2.68533, 0
6, 0.303968, 2.76967, 0
6, 0.263522, 2.75188, 0
6, 0.277668, 2.8068, 0
6, 0.506078, 2.39978, 0
6, 0.352195, 2.41243, 0
6, 0.517936, 2.39898, 0
6, 0.335643, 2.71035, 0
6, 0.732715, 2.02777, 0
6, 0.173294, 3.02377, 0
6, 0.257331, 2.76053, 0
6, 0.310515, 2.66458, 0
6, 0.602392, 2.54271, 0
6, 0.451788, 2.33704, 0
6, 0.416061, 2.42124, 0
6, 0.964166, 2.0601, 0
6, 0.356575, 2.6162, 0
6, 0.350867, 2.58708, 0
6, 0.232194, 2.8207, 0
6, 0.310588, 2.63003, 0
6, 0.311526, 2.7657, 0
6, 0.514013, 2.40054, 0
6, 0.461006, 2.39386, 0
6, 0.205043, 2.8726, 0
6, 0.433912, 2.39001, 0
6, 0.444701, 2.35542, 0
6, 0.665811, 2.08065, 0
6, 0.439241, 2.40249, 0
6, 0.2892, 2.70682, 0
6, 0.457633, 2.21873, 0
6, 0.625285, 2.1626, 0
6, 0.533193, 2.30114, 0
6, 0.287564, 2.83464, 0
6, 0.442493, 2.2752, 0
6, 0.455998, 2.37862, 0
6, 0.948257, 1.89806, 0
6, 0.552284, 2.32555, 0
6, 0.604951, 2.15596, 0
6, 0.319145, 2.62961, 0
6, 0.58495, 2.14723, 0
6, 0.341876, 2.66719, 0
6, 0.62829, 2.38286, 0
6, 0.270388, 2.75516, 0
6, 0.301993, 2.5297, 0
6, 0.259121, 2.80344, 0
6, 0.339153, 2.62229, 0
6, 0.54003, 2.37029, 0
6, 0.938516, 1.98894, 0
6, 0.355807, 2.59749, 0
6, 0.422735, 2.51317, 0
6, 0.55252, 2.22071, 0
6, 0.300243, 2.63558, 0
